Department,Year,Semester,CGPA,Attendance,Club,CareerGoal,Hosteller,Scholarship
ETC,3,6,7.78,95,Robotics Club,AI Engineer,Yes,SC
CE,1,2,9.23,77,Coding Club,Robotics Engineer,Yes,ST
IT,2,3,8.15,62,Drama Club,Pilot,Yes,EWS
ME,1,2,6.47,82,NSS,Robotics Engineer,Yes,SC
IT,1,1,8.31,88,Music Club,Pilot,Yes,SC
EC,2,4,8.34,70,NSS,Professor,No,
CE,4,7,6.36,66,Photography Club,Professor,Yes,
DS,3,5,9.09,91,Coding Club,Entrepreneur,Yes,Merit
IT,2,4,8.88,74,Photography Club,Data Scientist,Yes,ST
CE,3,5,5.72,81,NCC,Robotics Engineer,No,
CT,2,4,9.32,93,Drama Club,Software Engineer,No,SC
IT,1,2,5.82,78,Coding Club,Entrepreneur,Yes,EWS
AI/ML,2,4,7.1,70,NSS,Professor,Yes,ST
RE,2,4,5.82,63,Coding Club,Professor,Yes,OBC
CS,4,7,7.35,89,NCC,Robotics Engineer,No,OBC
ETC,3,5,9.57,95,Music Club,Entrepreneur,No,OBC
CE,4,7,9.87,76,Music Club,Data Scientist,No,OBC
RE,2,4,5.82,78,NSS,Software Engineer,No,Merit
ETC,3,6,5.61,71,NSS,Pilot,No,
EC,3,5,8.89,99,NSS,Professor,No,OBC
ETC,3,6,6.68,97,Photography Club,AI Engineer,No,
CT,2,4,8.84,73,Photography Club,Research Scientist,Yes,OBC
EC,4,8,9.67,62,NSS,Entrepreneur,No,SC
IIOT,1,2,6.66,88,Robotics Club,Pilot,Yes,Merit
CT,4,8,9.12,74,Photography Club,Entrepreneur,Yes,EWS
EC,2,4,8.58,74,NSS,Robotics Engineer,Yes,ST
AI/ML,1,2,8.12,80,Coding Club,Entrepreneur,Yes,EWS
EC,3,5,8.89,96,Drama Club,Professor,No,SC
ETC,3,5,7.39,77,Coding Club,AI Engineer,Yes,OBC
EE,3,6,6.2,73,Robotics Club,Pilot,No,Merit
ME,2,4,9.36,72,Music Club,Professor,No,EWS
EC,2,3,8.16,99,Photography Club,Software Engineer,Yes,Merit
AE,2,3,7.89,66,Coding Club,Research Scientist,Yes,ST
IT,1,1,8.33,100,Coding Club,Software Engineer,Yes,OBC
EE,3,5,9.05,85,Coding Club,Software Engineer,No,
CE,3,6,6.23,83,NSS,AI Engineer,No,ST
ME,2,3,8.55,65,Drama Club,Robotics Engineer,Yes,Merit
IT,4,8,6.29,75,NSS,Professor,Yes,ST
RE,4,7,9.82,70,Music Club,Software Engineer,No,OBC
DS,4,7,7.11,74,NSS,Data Scientist,Yes,OBC
ETC,2,4,5.61,91,Coding Club,Research Scientist,No,SC
IT,4,8,7.11,90,Coding Club,Entrepreneur,Yes,ST
EC,2,4,6.52,74,NCC,Data Scientist,No,ST
EC,1,1,8.31,94,Sports Club,Software Engineer,Yes,OBC
DS,1,1,5.51,67,Drama Club,Data Scientist,Yes,Merit
AE,3,5,9.77,81,Sports Club,Software Engineer,No,EWS
AE,1,2,7.25,78,Robotics Club,Software Engineer,Yes,EWS
EC,3,5,5.82,61,Coding Club,Robotics Engineer,Yes,ST
CS,3,6,6.81,62,Drama Club,Data Scientist,Yes,Merit
IT,2,3,7.7,62,Photography Club,Research Scientist,No,EWS
CT,4,8,6.45,77,Drama Club,Entrepreneur,No,OBC
IIOT,3,5,6.26,81,NSS,Professor,Yes,SC
AE,1,1,8.38,77,Coding Club,Research Scientist,Yes,EWS
EC,1,1,9.3,82,Sports Club,Robotics Engineer,No,OBC
RE,2,4,8.97,91,Sports Club,Professor,Yes,
CS,3,5,7.51,71,Coding Club,Research Scientist,No,EWS
IIOT,2,4,9.04,63,Robotics Club,Software Engineer,No,ST
DS,4,8,6.52,84,Music Club,Software Engineer,Yes,EWS
AI/ML,4,7,6.9,98,NCC,Data Scientist,No,SC
AE,1,2,6.09,65,Photography Club,Entrepreneur,Yes,SC
EC,1,2,5.98,87,Photography Club,Robotics Engineer,Yes,SC
ETC,2,4,6.83,68,Drama Club,AI Engineer,No,Merit
DS,1,1,6.86,67,NSS,Pilot,Yes,OBC
CT,3,5,5.81,77,Robotics Club,Robotics Engineer,Yes,EWS
AI/ML,2,4,7.77,60,NCC,Research Scientist,Yes,
CE,2,4,8.39,66,Coding Club,Software Engineer,Yes,SC
CE,4,7,5.99,78,Sports Club,AI Engineer,Yes,Merit
AI/ML,4,7,6.39,89,NSS,Robotics Engineer,No,Merit
ME,2,3,6.52,93,Sports Club,Pilot,Yes,EWS
RE,2,3,7.58,89,Music Club,Pilot,No,OBC
AE,3,5,8.02,68,NCC,Entrepreneur,Yes,OBC
CS,4,7,5.89,93,Drama Club,Software Engineer,No,OBC
CS,1,1,7.78,68,Robotics Club,Pilot,Yes,Merit
AE,1,1,7.57,63,Drama Club,Professor,Yes,ST
DS,2,3,7.55,60,NSS,Data Scientist,No,OBC
IT,1,2,9.44,94,Robotics Club,AI Engineer,No,
CT,3,6,5.86,74,Coding Club,Robotics Engineer,No,EWS
AE,2,4,8.67,63,Robotics Club,AI Engineer,No,SC
AE,1,1,9.27,82,Coding Club,Entrepreneur,Yes,EWS
DS,1,2,8.61,89,Coding Club,Robotics Engineer,No,OBC
ETC,4,8,6.41,79,NSS,Software Engineer,Yes,EWS
EE,4,7,6.48,78,Coding Club,Data Scientist,Yes,OBC
IT,1,1,8.46,97,Robotics Club,AI Engineer,No,ST
CT,4,7,8.7,63,Coding Club,Pilot,No,SC
ETC,2,4,9.87,72,Sports Club,Entrepreneur,No,Merit
IIOT,4,8,8.96,64,Photography Club,Robotics Engineer,No,SC
DS,4,7,9.4,93,Sports Club,Professor,Yes,
CT,2,4,9.69,78,Sports Club,AI Engineer,No,SC
IIOT,2,4,8.85,74,Photography Club,Professor,Yes,EWS
ETC,3,5,7.84,72,NSS,Robotics Engineer,Yes,OBC
AE,4,7,7.57,85,Music Club,Robotics Engineer,No,
IT,2,3,5.76,93,Drama Club,Professor,Yes,ST
IIOT,3,6,9.86,84,Coding Club,Data Scientist,No,Merit
EC,2,4,8.29,71,Robotics Club,Entrepreneur,Yes,ST
AI/ML,2,3,9.44,71,Robotics Club,Robotics Engineer,Yes,EWS
ETC,1,1,8.74,77,NCC,Entrepreneur,No,
RE,3,6,7.18,77,Sports Club,Research Scientist,Yes,
EE,4,7,7.56,66,NSS,Pilot,No,
CT,1,2,6.0,87,Robotics Club,Software Engineer,No,
EE,3,6,5.51,74,Photography Club,Data Scientist,Yes,EWS
DS,3,6,5.55,80,Coding Club,Pilot,Yes,OBC
DS,3,5,6.72,70,Sports Club,Entrepreneur,No,
CT,2,3,8.48,72,Sports Club,Professor,No,SC
ETC,4,8,7.7,67,NCC,Data Scientist,Yes,
ME,4,8,9.34,80,NSS,Pilot,Yes,
AI/ML,4,8,7.14,60,Photography Club,Professor,Yes,OBC
EC,2,4,7.69,72,NSS,Entrepreneur,Yes,EWS
CE,1,1,7.66,64,Photography Club,Robotics Engineer,No,OBC
EE,3,6,7.79,99,Coding Club,Data Scientist,Yes,Merit
CS,2,3,5.67,66,Coding Club,Data Scientist,No,
CS,4,7,6.44,79,Photography Club,Data Scientist,No,EWS
RE,4,8,9.14,64,Coding Club,Data Scientist,Yes,ST
IIOT,2,3,5.55,86,Music Club,AI Engineer,No,EWS
CS,1,2,7.13,79,Coding Club,Research Scientist,Yes,Merit
AE,2,4,8.93,97,Music Club,AI Engineer,Yes,
AI/ML,2,3,8.29,78,Music Club,Robotics Engineer,No,EWS
ME,3,6,8.7,74,Robotics Club,Entrepreneur,Yes,ST
ME,1,2,9.3,78,NSS,Research Scientist,No,
EE,2,3,8.36,90,Photography Club,Entrepreneur,Yes,
CS,4,8,6.62,87,Photography Club,Data Scientist,No,
IIOT,4,7,8.9,86,Sports Club,AI Engineer,No,EWS
EE,4,7,8.9,66,Sports Club,Robotics Engineer,No,OBC
ME,3,6,9.03,63,Sports Club,Robotics Engineer,Yes,Merit
CS,3,6,7.42,95,NCC,Research Scientist,No,
CE,1,2,8.36,72,Drama Club,Data Scientist,No,OBC
IT,1,2,7.42,68,NCC,Robotics Engineer,No,ST
ME,3,6,7.81,83,Robotics Club,Research Scientist,Yes,
RE,1,2,7.26,60,Music Club,AI Engineer,Yes,
DS,1,1,8.51,78,Drama Club,Entrepreneur,Yes,
EC,3,5,6.48,91,Photography Club,AI Engineer,No,SC
IIOT,4,7,7.89,97,NCC,Professor,Yes,
EC,1,2,8.51,74,Photography Club,AI Engineer,No,SC
IT,3,6,6.53,97,Coding Club,Software Engineer,Yes,EWS
EC,1,2,9.47,73,NCC,Data Scientist,Yes,OBC
AE,2,4,6.97,95,Music Club,Research Scientist,Yes,Merit
CT,1,1,8.46,68,Sports Club,AI Engineer,Yes,
IT,2,4,9.28,91,NSS,Research Scientist,Yes,EWS
EE,1,1,5.91,96,Sports Club,AI Engineer,No,EWS
CS,1,1,8.53,60,Photography Club,Pilot,No,SC
RE,1,1,6.74,65,Music Club,Entrepreneur,No,OBC
CE,2,4,8.77,88,Sports Club,Software Engineer,No,Merit
ME,1,2,9.31,82,Sports Club,Pilot,Yes,Merit
CT,2,4,9.15,66,NCC,Pilot,Yes,
AE,1,1,6.69,96,Coding Club,Professor,No,Merit
CT,4,7,8.93,80,Robotics Club,Pilot,Yes,OBC
AI/ML,4,7,6.21,94,NCC,Data Scientist,No,ST
CS,1,2,9.58,85,Drama Club,Software Engineer,Yes,SC
IT,3,5,6.28,96,Photography Club,Software Engineer,Yes,ST
CE,2,3,6.36,68,NSS,Entrepreneur,No,OBC
ETC,4,8,7.86,85,Sports Club,Professor,Yes,OBC
EC,1,1,8.76,73,Photography Club,Research Scientist,No,Merit
IIOT,3,6,8.77,90,NSS,Robotics Engineer,No,OBC
EC,3,5,7.0,86,Music Club,Pilot,Yes,OBC
IIOT,2,3,9.1,71,Sports Club,Entrepreneur,Yes,EWS
AE,2,3,6.86,100,Robotics Club,Software Engineer,Yes,SC
EC,3,6,5.67,70,Music Club,Research Scientist,Yes,EWS
AI/ML,3,5,7.91,85,NCC,Robotics Engineer,No,Merit
CS,4,7,9.65,76,NCC,Professor,No,EWS
AI/ML,3,6,8.37,98,Drama Club,Robotics Engineer,Yes,SC
CE,3,6,8.18,85,Drama Club,Software Engineer,Yes,
CE,3,6,7.22,71,NSS,Data Scientist,No,OBC
EC,3,6,7.97,61,Drama Club,Data Scientist,No,EWS
CT,3,5,8.05,83,Music Club,AI Engineer,Yes,OBC
EE,1,2,6.13,69,Drama Club,Data Scientist,No,ST
ME,2,3,8.1,86,NSS,AI Engineer,No,SC
AI/ML,4,7,5.64,96,Coding Club,Software Engineer,Yes,OBC
RE,2,4,7.31,100,NCC,Pilot,Yes,OBC
EE,3,6,7.16,77,NCC,AI Engineer,Yes,OBC
CT,1,2,5.83,83,NCC,Pilot,Yes,
ETC,1,1,5.6,73,Robotics Club,Research Scientist,No,EWS
IT,2,3,7.04,96,Photography Club,Entrepreneur,Yes,
AI/ML,2,3,9.52,82,NCC,Software Engineer,Yes,Merit
ETC,4,7,8.3,94,Sports Club,Robotics Engineer,Yes,OBC
ME,4,7,7.72,96,Music Club,Research Scientist,Yes,EWS
ETC,1,2,9.73,82,Sports Club,Research Scientist,Yes,
CS,1,1,6.81,94,Sports Club,Entrepreneur,No,Merit
CT,2,4,5.94,81,Sports Club,Software Engineer,No,
CS,3,5,8.52,98,Sports Club,Pilot,No,EWS
AI/ML,1,1,7.93,77,Photography Club,Research Scientist,No,Merit
IT,3,5,6.85,89,Drama Club,Robotics Engineer,Yes,Merit
ME,2,3,6.36,89,Sports Club,Professor,No,Merit
RE,1,1,5.81,93,Drama Club,Entrepreneur,No,Merit
IIOT,4,8,7.86,69,Photography Club,Data Scientist,No,OBC
EE,1,1,8.7,71,Robotics Club,Robotics Engineer,No,Merit
EC,1,1,5.86,66,Music Club,AI Engineer,Yes,EWS
ETC,3,5,8.26,64,Drama Club,Entrepreneur,No,
RE,4,7,8.95,68,NCC,Research Scientist,Yes,
AI/ML,2,3,9.79,80,NCC,Professor,No,EWS
IT,3,5,6.23,92,Coding Club,Research Scientist,No,OBC
IT,3,5,8.69,64,NCC,AI Engineer,Yes,ST
IT,4,8,6.8,72,NCC,Entrepreneur,No,EWS
CT,3,6,6.95,75,Coding Club,Robotics Engineer,No,Merit
RE,2,3,7.23,92,Photography Club,Entrepreneur,No,OBC
ME,4,7,7.33,99,Photography Club,Entrepreneur,Yes,SC
IIOT,2,4,8.26,72,Sports Club,Entrepreneur,Yes,EWS
RE,4,8,9.09,64,Music Club,Pilot,No,OBC
AE,3,6,8.43,79,NSS,Data Scientist,Yes,Merit
IIOT,4,7,5.92,94,NCC,Research Scientist,No,SC
EE,4,8,9.82,90,Drama Club,Entrepreneur,No,ST
CS,1,1,6.05,94,Sports Club,Entrepreneur,No,OBC
CT,3,5,5.66,84,Drama Club,Pilot,No,Merit
ME,3,6,5.81,73,Sports Club,Software Engineer,No,SC
RE,3,6,8.56,77,Photography Club,Entrepreneur,Yes,ST
CS,4,7,9.74,83,NSS,Pilot,Yes,ST
AE,4,7,7.71,91,NSS,AI Engineer,Yes,OBC
CE,1,1,5.85,82,Music Club,Software Engineer,No,
RE,2,4,6.35,76,Music Club,Professor,Yes,OBC
CE,4,8,7.84,94,Robotics Club,Research Scientist,No,SC
IT,1,2,6.73,81,Robotics Club,Entrepreneur,Yes,ST
CS,1,2,6.79,79,Coding Club,Pilot,Yes,EWS
ME,4,7,6.45,69,Robotics Club,Research Scientist,Yes,Merit
IT,2,4,6.59,100,Robotics Club,AI Engineer,No,Merit
AE,4,7,9.86,65,Music Club,Robotics Engineer,No,ST
IIOT,1,1,7.45,69,NSS,AI Engineer,No,ST
ME,1,2,7.13,76,Sports Club,AI Engineer,No,
CS,1,2,7.72,62,Sports Club,Software Engineer,Yes,SC
DS,2,3,6.97,90,NCC,Data Scientist,No,OBC
ETC,2,4,9.87,80,Coding Club,Professor,Yes,EWS
ME,2,3,8.94,75,NCC,Data Scientist,Yes,OBC
EE,4,8,8.53,83,Robotics Club,Research Scientist,Yes,EWS
IIOT,1,1,8.79,84,Photography Club,Data Scientist,Yes,ST
EC,2,4,8.38,85,NSS,Entrepreneur,Yes,OBC
AE,3,6,9.85,90,Sports Club,Software Engineer,Yes,Merit
EE,3,6,8.31,70,NCC,AI Engineer,Yes,
IT,4,7,8.02,61,Photography Club,Research Scientist,No,
CT,3,6,7.05,100,Music Club,Pilot,No,EWS
CS,3,5,7.99,78,Robotics Club,Software Engineer,Yes,SC
ME,4,8,9.6,95,Coding Club,Entrepreneur,Yes,ST
IT,1,2,7.7,87,Music Club,Research Scientist,Yes,ST
IT,1,2,6.28,76,Drama Club,Entrepreneur,No,EWS
CE,2,3,7.76,84,NCC,Pilot,No,EWS
RE,2,4,6.45,68,Music Club,Pilot,Yes,Merit
AI/ML,3,6,8.46,96,Drama Club,Data Scientist,Yes,EWS
ETC,3,6,8.68,60,Robotics Club,AI Engineer,No,EWS
ETC,2,4,8.49,66,Music Club,Professor,No,
CT,2,3,9.27,89,NCC,Data Scientist,Yes,EWS
IIOT,1,1,6.48,84,Robotics Club,Pilot,Yes,Merit
IIOT,1,1,7.72,68,NSS,Research Scientist,Yes,ST
IIOT,1,1,9.04,66,NSS,Research Scientist,No,ST
ME,1,2,6.14,86,NCC,Software Engineer,Yes,ST
EE,4,7,8.71,77,NCC,Pilot,Yes,SC
EE,3,6,6.65,80,Photography Club,Pilot,Yes,ST
IIOT,3,6,6.09,64,Music Club,AI Engineer,Yes,ST
ETC,2,3,5.58,93,Coding Club,Robotics Engineer,Yes,
IIOT,3,6,6.64,67,NSS,Entrepreneur,Yes,OBC
ETC,3,5,6.33,85,Music Club,Research Scientist,Yes,SC
IT,3,5,7.56,77,NCC,Research Scientist,Yes,SC
EE,2,3,9.54,82,Photography Club,Pilot,Yes,
IT,3,5,7.96,75,NSS,Robotics Engineer,No,SC
AI/ML,4,7,6.34,94,Drama Club,Pilot,No,
ME,4,7,8.79,80,NCC,Pilot,Yes,
ME,1,2,6.09,77,Music Club,Robotics Engineer,Yes,ST
RE,1,2,8.81,91,Sports Club,Software Engineer,Yes,EWS
CS,1,1,9.51,81,Coding Club,Robotics Engineer,No,ST
IIOT,3,6,8.81,75,Coding Club,Pilot,No,EWS
ETC,4,8,7.59,100,Robotics Club,Research Scientist,No,SC
DS,3,6,9.17,94,Music Club,Data Scientist,Yes,SC
IIOT,2,4,8.11,79,Sports Club,Pilot,No,EWS
DS,3,5,6.55,98,Photography Club,Data Scientist,No,EWS
CE,1,1,7.69,79,NCC,Robotics Engineer,No,Merit
AE,4,7,6.84,72,Music Club,Professor,Yes,SC
ETC,1,1,8.36,63,Coding Club,Entrepreneur,Yes,OBC
ETC,3,5,7.8,89,Photography Club,Software Engineer,Yes,SC
EE,1,2,5.62,89,NCC,Data Scientist,No,Merit
ETC,2,4,9.04,86,Drama Club,AI Engineer,Yes,EWS
RE,2,4,6.38,83,Robotics Club,Robotics Engineer,No,OBC
AI/ML,2,4,7.39,79,Music Club,Entrepreneur,No,OBC
CE,4,8,8.28,79,Coding Club,Entrepreneur,Yes,OBC
ETC,1,2,5.97,81,Robotics Club,Software Engineer,Yes,EWS
EC,3,6,5.89,87,Robotics Club,Professor,Yes,SC
RE,1,1,8.97,61,Music Club,Research Scientist,Yes,ST
IIOT,2,3,9.49,85,Drama Club,AI Engineer,No,Merit
AE,2,3,6.04,72,Music Club,Research Scientist,Yes,SC
CT,4,7,6.87,75,NSS,AI Engineer,Yes,OBC
CE,2,4,9.54,67,NSS,AI Engineer,Yes,OBC
ME,1,2,8.14,99,NCC,Entrepreneur,No,EWS
CS,2,3,5.59,95,Coding Club,Pilot,No,Merit
AE,1,2,7.88,89,Music Club,Software Engineer,Yes,OBC
IT,2,3,8.41,84,NCC,Entrepreneur,No,EWS
ETC,1,2,8.46,67,Drama Club,Pilot,Yes,Merit
CT,4,7,5.55,84,Sports Club,Entrepreneur,Yes,EWS
EC,1,2,7.92,82,Robotics Club,Data Scientist,Yes,
EC,1,2,7.4,87,NCC,Research Scientist,Yes,Merit
DS,2,3,8.68,97,Drama Club,Research Scientist,No,
AI/ML,3,5,7.6,93,Sports Club,Robotics Engineer,No,Merit
ETC,1,1,9.46,71,Robotics Club,Software Engineer,Yes,Merit
CT,4,7,6.25,85,NSS,Entrepreneur,Yes,OBC
RE,1,2,8.6,78,Coding Club,Data Scientist,Yes,SC
RE,1,1,9.8,95,NCC,Pilot,No,Merit
CS,2,4,8.08,100,Coding Club,Professor,No,
EC,1,2,8.38,81,NCC,Professor,No,ST
RE,2,4,6.44,66,Drama Club,AI Engineer,Yes,SC
EE,2,4,9.25,74,Sports Club,AI Engineer,Yes,EWS
AI/ML,4,8,8.48,86,Music Club,Software Engineer,Yes,SC
CT,3,6,6.79,69,NCC,Robotics Engineer,No,EWS
CS,1,1,8.92,84,Photography Club,Pilot,No,EWS
ETC,3,6,7.01,75,Sports Club,Data Scientist,Yes,OBC
EE,4,7,5.96,78,Music Club,Data Scientist,Yes,
IT,4,7,8.2,93,Robotics Club,Software Engineer,No,Merit
RE,1,1,9.29,94,Drama Club,Professor,No,
EE,3,6,7.12,84,NSS,Pilot,No,
AE,2,3,8.33,75,Sports Club,Pilot,Yes,EWS
RE,4,8,6.42,64,Sports Club,AI Engineer,Yes,EWS
ETC,2,3,8.27,71,NSS,Robotics Engineer,No,
ME,3,5,8.07,93,Robotics Club,Entrepreneur,Yes,EWS
ME,1,2,9.29,88,Music Club,Data Scientist,No,EWS
RE,1,2,8.62,65,Photography Club,Professor,No,EWS
AI/ML,4,8,7.2,89,Photography Club,Pilot,No,Merit
CT,4,7,9.01,74,NSS,Software Engineer,No,OBC
CE,3,6,7.62,90,Photography Club,Pilot,Yes,SC
CE,3,6,5.68,63,NSS,Entrepreneur,Yes,Merit
DS,4,8,7.44,71,NCC,Research Scientist,Yes,Merit
EE,2,3,8.32,90,Drama Club,Research Scientist,Yes,OBC
ME,3,6,9.24,65,Music Club,Professor,Yes,ST
DS,4,8,6.41,80,Music Club,Data Scientist,Yes,
DS,2,4,8.86,66,Sports Club,Entrepreneur,Yes,ST
DS,4,8,9.48,66,NCC,Research Scientist,Yes,Merit
DS,4,8,9.35,80,Photography Club,Software Engineer,Yes,ST
EE,1,2,8.29,82,Music Club,Professor,Yes,EWS
AE,2,4,8.47,69,NSS,Professor,No,SC
CE,4,7,9.03,90,Photography Club,Software Engineer,Yes,Merit
ETC,3,6,8.24,78,NCC,Pilot,Yes,SC
ETC,2,4,7.33,79,Music Club,AI Engineer,Yes,EWS
CS,3,6,6.43,80,NCC,AI Engineer,No,EWS
EE,3,5,5.69,68,Photography Club,Data Scientist,No,Merit
IT,1,1,7.8,92,Robotics Club,Professor,Yes,EWS
ETC,4,8,6.93,63,NSS,AI Engineer,No,SC
CS,4,7,8.04,91,NCC,Pilot,No,ST
RE,2,3,9.13,61,NCC,Professor,No,ST
RE,4,8,6.11,77,Robotics Club,Research Scientist,No,EWS
AE,2,3,9.43,87,Robotics Club,AI Engineer,No,
EE,2,4,9.38,66,Drama Club,Pilot,No,ST
IT,4,7,5.7,90,NSS,Software Engineer,No,
DS,1,2,7.37,61,Coding Club,Software Engineer,Yes,OBC
AI/ML,4,7,9.04,90,Photography Club,Robotics Engineer,Yes,ST
AI/ML,4,8,6.48,78,Music Club,Research Scientist,No,
DS,3,5,7.82,65,Robotics Club,Software Engineer,Yes,OBC
AI/ML,2,3,9.66,80,NCC,Data Scientist,Yes,ST
AI/ML,4,7,8.7,91,Sports Club,Pilot,No,SC
ME,1,2,6.73,70,Music Club,Data Scientist,Yes,SC
AE,3,5,9.56,97,Robotics Club,Robotics Engineer,Yes,ST
CE,2,3,5.7,78,NSS,Professor,Yes,EWS
CE,4,8,6.73,68,Robotics Club,Professor,Yes,EWS
RE,3,5,9.74,100,NCC,Software Engineer,Yes,Merit
AI/ML,1,1,9.44,71,Music Club,Pilot,Yes,
RE,2,3,9.51,96,Music Club,Data Scientist,No,SC
CE,1,1,7.65,71,Robotics Club,AI Engineer,No,
IT,1,2,5.81,74,Photography Club,Robotics Engineer,Yes,ST
IIOT,2,4,9.19,72,NSS,Research Scientist,No,
RE,4,7,7.22,80,Drama Club,Research Scientist,No,ST
CT,2,3,6.42,74,Music Club,Robotics Engineer,No,OBC
RE,4,7,6.17,62,NCC,Entrepreneur,No,Merit
DS,4,8,6.22,86,Sports Club,Pilot,Yes,SC
EE,4,7,6.15,98,Sports Club,Pilot,Yes,Merit
AI/ML,2,3,6.12,83,Sports Club,Research Scientist,No,OBC
AE,3,5,9.7,99,Music Club,Robotics Engineer,No,
RE,3,5,6.77,87,NSS,Professor,Yes,ST
EC,2,4,9.27,100,Drama Club,Pilot,Yes,Merit
ETC,4,7,6.69,86,Coding Club,Pilot,No,Merit
CS,2,3,5.54,61,Photography Club,Entrepreneur,No,
ME,2,4,5.86,69,Music Club,Professor,Yes,SC
DS,4,7,5.81,72,Robotics Club,Data Scientist,No,OBC
RE,3,5,9.65,81,Drama Club,AI Engineer,Yes,Merit
RE,2,3,8.08,63,Drama Club,Professor,No,
AI/ML,1,2,8.66,84,Robotics Club,Professor,Yes,SC
AI/ML,3,6,9.87,96,NCC,AI Engineer,Yes,OBC
ME,4,8,5.81,79,Music Club,Robotics Engineer,No,ST
EC,2,3,9.0,68,Robotics Club,Pilot,No,EWS
ME,3,5,8.95,70,Photography Club,Professor,Yes,ST
AI/ML,4,7,5.51,67,Coding Club,Data Scientist,Yes,ST
CE,1,1,5.94,100,Photography Club,AI Engineer,No,Merit
ME,2,4,8.36,78,Music Club,Software Engineer,No,EWS
EE,2,4,9.77,69,Coding Club,Software Engineer,Yes,SC
EC,1,1,8.28,82,Drama Club,Robotics Engineer,Yes,ST
EC,3,5,9.65,70,Drama Club,Pilot,No,SC
CE,2,3,8.7,72,NSS,AI Engineer,Yes,SC
EE,2,3,7.45,98,Photography Club,Software Engineer,No,
CT,1,2,7.16,76,NSS,Entrepreneur,Yes,EWS
AI/ML,2,3,9.52,76,NCC,Research Scientist,No,OBC
ETC,1,2,9.07,71,Music Club,Software Engineer,Yes,EWS
AI/ML,4,7,5.62,67,NSS,Robotics Engineer,No,OBC
IT,4,7,8.84,87,Coding Club,Research Scientist,No,EWS
AI/ML,1,2,8.06,76,NCC,Pilot,No,EWS
ME,2,3,5.62,98,Coding Club,Data Scientist,Yes,EWS
AI/ML,4,8,9.34,67,Music Club,Research Scientist,No,ST
IT,1,2,7.62,90,Music Club,Professor,Yes,SC
ME,3,5,6.92,64,Photography Club,Entrepreneur,Yes,EWS
CE,4,7,5.82,89,NSS,Data Scientist,No,
CS,2,3,6.01,73,Sports Club,Research Scientist,Yes,OBC
CE,4,7,9.24,93,Robotics Club,Software Engineer,Yes,OBC
EE,4,7,8.09,79,Robotics Club,Pilot,No,OBC
ME,1,2,6.16,69,Music Club,Research Scientist,Yes,SC
IIOT,3,5,6.26,91,Robotics Club,Entrepreneur,No,EWS
IIOT,4,8,7.43,83,Robotics Club,Entrepreneur,No,Merit
DS,2,3,5.61,81,Sports Club,Professor,Yes,Merit
RE,3,6,7.97,87,Coding Club,Entrepreneur,Yes,OBC
CS,1,2,7.2,92,Drama Club,Data Scientist,Yes,
IIOT,4,8,9.03,64,NCC,Entrepreneur,Yes,OBC
CS,4,8,8.95,61,Drama Club,AI Engineer,No,SC
DS,4,8,8.75,67,NSS,Robotics Engineer,Yes,ST
EE,3,5,7.29,69,Sports Club,Pilot,Yes,SC
CS,1,2,7.18,98,NCC,Professor,Yes,EWS
AI/ML,4,8,9.62,80,NCC,Entrepreneur,Yes,
CT,3,5,7.21,83,Robotics Club,Professor,No,EWS
CT,1,1,8.11,69,Robotics Club,Research Scientist,Yes,
IIOT,3,6,7.15,89,Robotics Club,Research Scientist,No,SC
RE,1,2,8.24,68,Robotics Club,Professor,No,Merit
EC,3,6,7.63,77,NSS,Pilot,Yes,SC
EE,4,7,9.08,82,Coding Club,Entrepreneur,No,EWS
ETC,2,4,7.72,98,NSS,Software Engineer,Yes,OBC
ETC,4,7,5.67,89,Photography Club,Research Scientist,No,Merit
ME,1,2,8.48,75,NSS,Entrepreneur,No,
CE,2,4,8.11,90,Sports Club,AI Engineer,Yes,Merit
CS,4,7,7.87,66,Robotics Club,AI Engineer,No,OBC
IIOT,3,5,6.68,69,Coding Club,Robotics Engineer,No,
AE,4,8,7.72,65,Music Club,Robotics Engineer,No,
DS,1,2,6.35,65,NSS,Data Scientist,Yes,Merit
CT,4,7,8.05,79,NSS,Entrepreneur,Yes,OBC
IIOT,2,3,7.81,97,Sports Club,Software Engineer,No,Merit
ME,2,3,5.53,91,Music Club,Software Engineer,Yes,
CS,4,7,6.23,79,NSS,Pilot,Yes,Merit
AI/ML,2,3,9.15,80,NSS,Pilot,No,EWS
CE,1,1,8.92,97,NCC,Entrepreneur,Yes,Merit
CT,1,1,9.06,60,Photography Club,Data Scientist,No,
AE,2,3,7.66,73,Robotics Club,Professor,Yes,OBC
RE,2,4,7.03,90,Photography Club,Pilot,No,
EC,4,7,7.33,78,Robotics Club,Data Scientist,No,OBC
ME,3,6,8.26,96,NCC,Research Scientist,No,OBC
CS,2,4,6.54,73,NSS,Data Scientist,Yes,
RE,4,7,6.22,91,NSS,Software Engineer,No,SC
ETC,1,1,7.37,98,NSS,Robotics Engineer,No,
CT,3,6,6.09,65,Coding Club,Software Engineer,No,ST
CS,2,3,7.8,94,Coding Club,AI Engineer,Yes,OBC
IIOT,2,3,7.77,92,NSS,AI Engineer,No,SC
IIOT,1,1,9.35,68,Music Club,Data Scientist,Yes,SC
CT,4,7,6.36,84,NCC,Data Scientist,Yes,ST
DS,4,8,8.24,77,NSS,Robotics Engineer,No,
